No,Date,Ticker,Reference,Open_price,Close_price,Highest_price,Lowest_price,Average,Change,Change_percent,Matched_volume,Matched_value,Negotiated_volume,Negotiated_value,Total_volume,Total_value,Market_cap
1131,18/02/2022,MSN,"163,000","160,000","163,300","165,000","158,800","162,309",300,0.18,1.18,192.01,0.09,14.51,1.27,206.52,"192,781.32"
1132,17/02/2022,MSN,"158,100","158,000","163,000","163,000","157,700","160,110","4,900",3.10,1.67,267.88,0.00,0.00,1.67,267.88,"192,427.15"
1133,16/02/2022,MSN,"160,500","160,000","158,100","160,000","157,500","158,332","-2,400",-1.50,0.82,130.34,0.05,7.53,0.87,137.87,"186,642.53"
1134,15/02/2022,MSN,"151,600","151,800","160,500","160,500","150,000","156,057","8,900",5.87,1.58,245.91,1.20,172.36,2.78,418.27,"189,475.82"
1135,14/02/2022,MSN,"149,800","148,500","151,600","151,600","148,100","150,280","1,800",1.20,0.93,139.11,0.67,99.48,1.59,238.60,"178,969.06"
1136,11/02/2022,MSN,"149,600","150,000","149,800","151,500","148,100","149,941",200,0.13,0.49,73.10,0.00,0.00,0.49,73.10,"176,844.10"
1137,10/02/2022,MSN,"146,600","148,000","149,600","149,600","146,900","148,131","3,000",2.05,1.43,212.35,0.00,0.00,1.43,212.35,"176,607.99"
1138,09/02/2022,MSN,"145,500","146,500","146,600","148,500","145,000","147,199","1,100",0.76,0.59,86.19,0.00,0.00,0.59,86.19,"173,066.39"
1139,08/02/2022,MSN,"147,900","146,400","145,500","147,700","145,000","145,641","-2,400",-1.62,0.50,73.11,0.00,0.00,0.50,73.11,"171,767.80"
1140,07/02/2022,MSN,"143,000","145,000","147,900","148,500","143,000","146,818","4,900",3.43,0.61,89.84,0.20,29.52,0.81,119.36,"174,601.08"
1141,28/01/2022,MSN,"142,000","143,100","143,000","147,200","143,000","145,340","1,000",0.70,0.36,51.87,0.13,18.63,0.49,70.50,"168,816.46"
1142,27/01/2022,MSN,"147,000","146,500","142,000","146,500","142,000","142,989","-5,000",-3.40,0.73,104.05,0.00,0.00,0.73,104.05,"167,635.93"
1143,26/01/2022,MSN,"153,000","154,400","147,000","154,400","147,000","150,437","-6,000",-3.92,0.97,145.83,0.80,130.40,1.77,276.23,"173,538.60"
1144,25/01/2022,MSN,"143,000","144,000","153,000","153,000","141,100","147,845","10,000",6.99,1.05,155.25,1.05,150.15,2.10,305.40,"180,621.81"
1145,24/01/2022,MSN,"151,000","148,300","143,000","150,200","143,000","144,675","-8,000",-5.30,0.95,137.83,0.00,0.00,0.95,137.83,"168,816.46"
1146,21/01/2022,MSN,"149,200","152,400","151,000","152,400","149,200","150,588","1,800",1.21,0.87,130.92,0.66,100.85,1.53,231.77,"178,260.74"
1147,20/01/2022,MSN,"147,500","150,000","149,200","151,000","148,000","150,115","1,700",1.15,0.87,131.32,1.07,167.35,1.94,298.67,"176,135.78"
1148,19/01/2022,MSN,"142,100","141,200","147,500","151,500","141,200","148,965","5,400",3.80,1.27,188.99,33.02,"4,753.63",34.28,"4,942.63","174,128.87"
1149,18/01/2022,MSN,"142,000","140,000","142,100","151,900","139,500","142,662",100,0.07,0.87,124.49,0.31,45.20,1.18,169.69,"167,753.98"
1150,17/01/2022,MSN,"144,800","145,000","142,000","145,800","136,900","142,287","-2,800",-1.93,0.83,118.08,1.40,216.86,2.23,334.94,"167,635.93"
1151,14/01/2022,MSN,"144,800","142,100","144,800","145,000","142,100","143,849",0,0.00,0.49,70.60,0.16,22.13,0.66,92.73,"170,941.42"
1152,13/01/2022,MSN,"144,900","145,000","144,800","146,800","141,600","144,287",-100,-0.07,0.97,140.61,0.18,26.02,1.16,166.63,"170,941.42"
1153,12/01/2022,MSN,"144,900","145,500","144,900","147,800","144,700","145,882",0,0.00,1.06,154.39,0.00,0.00,1.06,154.39,"171,059.48"
1154,11/01/2022,MSN,"153,000","153,000","144,900","154,000","144,900","148,213","-8,100",-5.29,1.35,199.35,0.16,26.90,1.51,226.24,"171,059.48"
1155,10/01/2022,MSN,"154,000","155,900","153,000","155,900","153,000","153,680","-1,000",-0.65,0.45,68.45,1.83,293.12,2.27,361.57,"180,621.81"
1156,07/01/2022,MSN,"153,800","155,900","154,000","159,500","154,000","155,899",200,0.13,1.31,203.84,0.00,0.00,1.31,203.84,"181,802.34"
1157,06/01/2022,MSN,"161,000","161,000","153,800","161,000","153,800","156,527","-7,200",-4.47,1.65,258.33,0.16,24.61,1.81,282.94,"181,566.24"
1158,05/01/2022,MSN,"170,000","171,000","161,000","171,000","161,000","165,544","-9,000",-5.29,1.26,208.75,0.50,90.95,1.76,299.70,"190,066.09"
1159,04/01/2022,MSN,"171,000","171,000","170,000","171,000","169,000","169,735","-1,000",-0.58,1.00,169.40,0.00,0.00,1.00,169.40,"200,690.90"
1160,31/12/2021,MSN,"171,500","169,800","171,000","171,600","168,700","171,307",-500,-0.29,6.54,"1,121.03",2.16,397.15,8.71,"1,518.18","201,871.43"
1161,30/12/2021,MSN,"172,000","172,000","171,500","172,800","169,000","172,296",-500,-0.29,5.09,877.57,0.00,0.00,5.09,877.57,"202,461.70"
